event_id,ubid,source_system,source_record_id,event_type,event_date,event_outcome,event_note
EVT-0000164,KA-BLRR-561203-000032,LABOUR,LAB-KA-BLRR-2021-000017,COMPLAINT,2023-11-19,OPEN,citizen/department complaint signal - OPEN
EVT-0000656,KA-BLRU-560058-000130,SHOP,KAR-SHOP-BLRU-2024-000087,RENEWAL,2023-11-19,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0000809,KA-BLRR-562114-000163,GST,GST-KA-BLRR-2020-000126,COMPLAINT,2023-11-19,OPEN,citizen/department complaint signal - OPEN
EVT-0001249,KA-BLRU-560102-000251,SHOP,KAR-SHOP-BLRU-2015-000165,RENEWAL,2023-11-18,APPROVED,licence/registration renewal event captured - APPROVED
EVT-0000636,KA-MYS-570018-000126,GST,GST-KA-MYS-2021-000093,INSPECTION,2023-11-16,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0001364,KA-TUM-572106-000275,SHOP,KAR-SHOP-TUM-2025-000184,COMPLAINT,2023-11-15,OPEN,citizen/department complaint signal - OPEN
EVT-0001349,KA-BLRU-560043-000273,GST,GST-KA-BLRU-2019-000216,ADDRESS_UPDATE,2023-11-13,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0001571,KA-BLRU-560066-000321,SHOP,KAR-SHOP-BLRU-2016-000215,TAX_FILING,2023-11-12,RESOLVED,tax return or filing activity signal - RESOLVED
EVT-0000521,KA-BLRU-560064-000103,GST,GST-KA-BLRU-2024-000077,RENEWAL,2023-11-10,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0000728,KA-MYS-570016-000147,LABOUR,LAB-KA-MYS-2024-000069,COMPLAINT,2023-11-10,OPEN,citizen/department complaint signal - OPEN
EVT-0001544,KA-BLRU-560034-000316,FACTORY,KFBIS-FAC-BLRU-2017-000139,COMPLAINT,2023-11-10,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001299,KA-MYS-570001-000263,LABOUR,LAB-KA-MYS-2020-000128,COMPLAINT,2023-11-09,OPEN,citizen/department complaint signal - OPEN
EVT-0000743,KA-MYS-570001-000150,KSPCB,PCB/MYS/CTO/2017/00065,CONSENT_APPROVAL,2023-11-08,RESOLVED,pollution consent application/approval signal - RESOLVED
EVT-0000410,KA-BLRU-560068-000080,GST,GST-KA-BLRU-2020-000061,ADDRESS_UPDATE,2023-11-07,APPROVED,address correction or amendment signal - APPROVED
EVT-0001182,KA-TUM-572101-000239,GST,GST-KA-TUM-2022-000187,COMPLAINT,2023-11-07,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001386,KA-BLRR-562157-000281,BBMP,BBMP-TL-BENG-2020-000114,ADDRESS_UPDATE,2023-11-07,NOTICE,address correction or amendment signal - NOTICE
EVT-0001401,KA-BLRU-560059-000285,LABOUR,LAB-KA-BLRU-2025-000138,COMPLAINT,2023-11-07,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000202,KA-BLRU-560024-000039,KSPCB,PCB/BLRU/CTO/2020/00015,COMPLAINT,2023-11-06,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001563,KA-BLRR-562110-000320,GST,GST-KA-BLRR-2018-000253,COMPLAINT,2023-11-06,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000106,KA-MYS-570016-000021,KSPCB,PCB/MYS/CTO/2016/00010,INSPECTION,2023-11-02,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0000746,KA-MYS-570001-000150,UDYAM,UDYAM-KR-MYS-2021-000070,INSPECTION,2023-11-02,NOTICE,department inspection or site verification event - NOTICE
EVT-0001022,KA-BLRU-560085-000209,SHOP,KAR-SHOP-BLRU-2020-000139,ADDRESS_UPDATE,2023-10-31,APPROVED,address correction or amendment signal - APPROVED
EVT-0000111,KA-MYS-570016-000021,KSPCB,PCB/MYS/CTO/2016/00010,COMPLAINT,2023-10-29,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0001018,KA-BLRU-560085-000209,LABOUR,LAB-KA-BLRU-2019-000102,COMPLAINT,2023-10-25,OPEN,citizen/department complaint signal - OPEN
EVT-0000110,KA-MYS-570016-000021,GST,GST-KA-MYS-2022-000016,RENEWAL,2023-10-24,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0001565,KA-BLRR-562110-000320,KSPCB,PCB/BLRR/CTE/2017/00145,INSPECTION,2023-10-24,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0001534,KA-BLRU-560034-000314,SHOP,KAR-SHOP-BLRU-2023-000211,ADDRESS_UPDATE,2023-10-23,OK,address correction or amendment signal - OK
EVT-0001016,KA-BLRU-560085-000209,SHOP,KAR-SHOP-BLRU-2020-000139,INSPECTION,2023-10-22,PENDING,department inspection or site verification event - PENDING
EVT-0001021,KA-BLRU-560085-000209,SHOP,KAR-SHOP-BLRU-2020-000139,ADDRESS_UPDATE,2023-10-19,PENDING,address correction or amendment signal - PENDING
EVT-0001431,KA-BLRU-560100-000292,SHOP,KAR-SHOP-BLRU-2020-000198,ADDRESS_UPDATE,2023-10-19,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0000816,KA-BLRU-560058-000164,SHOP,KAR-SHOP-BLRU-2022-000110,RENEWAL,2023-10-17,PENDING,licence/registration renewal event captured - PENDING
EVT-0001498,KA-BLRU-560064-000305,BBMP,BBMP-TL-YELA-2015-000125,ADDRESS_UPDATE,2023-10-15,OK,address correction or amendment signal - OK
EVT-0000540,KA-MYS-570001-000107,SHOP,KAR-SHOP-MYS-2015-000073,COMPLAINT,2023-10-14,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001399,KA-MYS-570001-000284,FACTORY,KFBIS-FAC-MYS-2018-000125,RENEWAL,2023-10-12,OK,licence/registration renewal event captured - OK
EVT-0001428,KA-BLRR-562110-000291,SHOP,KAR-SHOP-BLRR-2020-000197,COMPLAINT,2023-10-12,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000040,KA-BLRR-562114-000009,SHOP,KAR-SHOP-BLRR-2021-000006,INSPECTION,2023-10-11,APPROVED,department inspection or site verification event - APPROVED
EVT-0001284,KA-BLRU-560066-000260,SHOP,KAR-SHOP-BLRU-2018-000172,ADDRESS_UPDATE,2023-10-10,PENDING,address correction or amendment signal - PENDING
EVT-0000973,KA-BLRU-560059-000198,UDYAM,UDYAM-KR-BLRU-2015-000094,ADDRESS_UPDATE,2023-10-06,APPROVED,address correction or amendment signal - APPROVED
EVT-0001017,KA-BLRU-560085-000209,UDYAM,UDYAM-KR-BLRU-2024-000103,ADDRESS_UPDATE,2023-10-06,NOTICE,address correction or amendment signal - NOTICE
EVT-0000851,KA-TUM-572106-000171,FACTORY,KFBIS-FAC-TUM-2021-000082,INSPECTION,2023-10-05,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0000103,KA-BLRU-560068-000020,UDYAM,UDYAM-KR-BLRU-2016-000011,COMPLAINT,2023-10-04,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000112,KA-MYS-570016-000021,GST,GST-KA-MYS-2022-000016,ADDRESS_UPDATE,2023-10-02,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0000660,KA-MYS-570001-000131,KSPCB,PCB/MYS/CTO/2021/00058,RENEWAL,2023-09-30,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0001496,KA-BLRU-560064-000305,UDYAM,UDYAM-KR-BLRU-2017-000154,TAX_FILING,2023-09-28,NOTICE,tax return or filing activity signal - NOTICE
EVT-0000403,KA-MYS-570016-000079,GST,GST-KA-MYS-2015-000060,INSPECTION,2023-09-24,NOTICE,department inspection or site verification event - NOTICE
EVT-0000646,KA-BLRR-562110-000128,LABOUR,LAB-KA-BLRR-2016-000063,INSPECTION,2023-09-23,PENDING,department inspection or site verification event - PENDING
EVT-0000242,KA-TUM-572106-000048,BBMP,BBMP-TL-TUMA-2021-000016,INSPECTION,2023-09-21,OK,department inspection or site verification event - OK
EVT-0001294,KA-BLRR-562114-000262,UDYAM,UDYAM-KR-BLRR-2015-000129,INSPECTION,2023-09-19,PENDING,department inspection or site verification event - PENDING
EVT-0001526,KA-MYS-570018-000313,BBMP,BBMP-TL-SOUT-2024-000128,COMPLAINT,2023-09-19,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001191,KA-BLRU-560066-000241,LABOUR,LAB-KA-BLRU-2021-000120,INSPECTION,2023-09-14,NOTICE,department inspection or site verification event - NOTICE
EVT-0001432,KA-BLRU-560076-000293,LABOUR,LAB-KA-BLRU-2018-000142,RENEWAL,2023-09-14,OK,licence/registration renewal event captured - OK
EVT-0000387,KA-TUM-572106-000076,KSPCB,PCB/TUM/CTE/2023/00033,INSPECTION,2023-09-13,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0000119,KA-BLRU-560102-000023,SHOP,KAR-SHOP-BLRU-2025-000015,TAX_FILING,2023-09-10,OK,tax return or filing activity signal - OK
EVT-0000108,KA-MYS-570016-000021,GST,GST-KA-MYS-2022-000016,COMPLAINT,2023-09-09,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001529,KA-MYS-570018-000313,BBMP,BBMP-TL-SOUT-2024-000128,RENEWAL,2023-09-09,APPROVED,licence/registration renewal event captured - APPROVED
EVT-0001533,KA-BLRU-560034-000314,SHOP,KAR-SHOP-BLRU-2023-000211,INSPECTION,2023-09-09,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0000663,KA-BLRR-562114-000132,SHOP,KAR-SHOP-BLRR-2017-000088,ADDRESS_UPDATE,2023-09-08,NOTICE,address correction or amendment signal - NOTICE
EVT-0000109,KA-MYS-570016-000021,GST,GST-KA-MYS-2022-000016,COMPLAINT,2023-09-06,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000104,KA-BLRU-560068-000020,FACTORY,KFBIS-FAC-BLRU-2019-000009,TAX_FILING,2023-09-04,RESOLVED,tax return or filing activity signal - RESOLVED
EVT-0001488,KA-MYS-570016-000303,UDYAM,UDYAM-KR-MYS-2022-000153,INSPECTION,2023-09-04,APPROVED,department inspection or site verification event - APPROVED
EVT-0000010,KA-BLRR-561203-000003,FACTORY,KFBIS-FAC-BLRR-2020-000002,RENEWAL,2023-09-01,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0000920,KA-BLRU-560001-000186,SHOP,KAR-SHOP-BLRU-2015-000125,RENEWAL,2023-08-30,OK,licence/registration renewal event captured - OK
EVT-0001116,KA-BLRU-560034-000227,LABOUR,LAB-KA-BLRU-2016-000115,ADDRESS_UPDATE,2023-08-29,PENDING,address correction or amendment signal - PENDING
EVT-0001392,KA-BLRU-560024-000283,LABOUR,LAB-KA-BLRU-2022-000136,TAX_FILING,2023-08-24,NOTICE,tax return or filing activity signal - NOTICE
EVT-0001430,KA-BLRU-560100-000292,GST,GST-KA-BLRU-2016-000234,COMPLAINT,2023-08-23,OPEN,citizen/department complaint signal - OPEN
EVT-0000571,KA-BLRU-560001-000113,SHOP,KAR-SHOP-BLRU-2024-000074,ADDRESS_UPDATE,2023-08-21,APPROVED,address correction or amendment signal - APPROVED
EVT-0000654,KA-BLRU-560043-000129,GST,GST-KA-BLRU-2021-000096,COMPLAINT,2023-08-17,OPEN,citizen/department complaint signal - OPEN
EVT-0001525,KA-MYS-570018-000313,FACTORY,KFBIS-FAC-MYS-2015-000137,INSPECTION,2023-08-15,APPROVED,department inspection or site verification event - APPROVED
EVT-0000026,KA-BLRU-560102-000007,SHOP,KAR-SHOP-BLRU-2022-000004,TAX_FILING,2023-08-13,PENDING,tax return or filing activity signal - PENDING
EVT-0001439,KA-BLRU-560076-000293,SHOP,KAR-SHOP-BLRU-2015-000199,COMPLAINT,2023-08-12,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000206,KA-BLRU-560085-000041,BBMP,BBMP-TL-SOUT-2019-000012,TAX_FILING,2023-08-11,PENDING,tax return or filing activity signal - PENDING
EVT-0000768,KA-BLRR-561203-000155,FACTORY,KFBIS-FAC-BLRR-2024-000076,INSPECTION,2023-08-11,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0000774,KA-BLRU-560085-000156,SHOP,KAR-SHOP-BLRU-2023-000104,TAX_FILING,2023-08-07,PENDING,tax return or filing activity signal - PENDING
EVT-0000539,KA-BLRR-562114-000106,BBMP,BBMP-TL-BENG-2017-000040,INSPECTION,2023-08-05,OK,department inspection or site verification event - OK
EVT-0001516,KA-TUM-572106-000310,KSPCB,PCB/TUM/CTO/2021/00139,INSPECTION,2023-08-05,OK,department inspection or site verification event - OK
EVT-0001190,KA-BLRU-560066-000241,GST,GST-KA-BLRU-2025-000189,COMPLAINT,2023-08-02,OPEN,citizen/department complaint signal - OPEN
EVT-0000394,KA-BLRR-562114-000078,BBMP,BBMP-TL-BENG-2023-000025,INSPECTION,2023-07-25,APPROVED,department inspection or site verification event - APPROVED
EVT-0000510,KA-BLRU-560043-000100,KSPCB,PCB/BLRU/CTE/2020/00042,ADDRESS_UPDATE,2023-07-24,NOTICE,address correction or amendment signal - NOTICE
EVT-0000182,KA-BLRU-560102-000035,SHOP,KAR-SHOP-BLRU-2022-000024,INSPECTION,2023-07-22,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0000400,KA-MYS-570016-000079,LABOUR,LAB-KA-MYS-2017-000036,TAX_FILING,2023-07-20,RESOLVED,tax return or filing activity signal - RESOLVED
EVT-0000577,KA-BLRU-560001-000113,KSPCB,PCB/BLRU/CTE/2023/00051,ADDRESS_UPDATE,2023-07-15,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0000534,KA-BLRU-560029-000105,UDYAM,UDYAM-KR-BLRU-2017-000051,COMPLAINT,2023-07-10,OPEN,citizen/department complaint signal - OPEN
EVT-0001463,KA-TUM-572106-000298,GST,GST-KA-TUM-2019-000238,TAX_FILING,2023-07-08,NOTICE,tax return or filing activity signal - NOTICE
EVT-0001552,KA-BLRU-560037-000317,SHOP,KAR-SHOP-BLRU-2022-000212,COMPLAINT,2023-07-04,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0001187,KA-BLRU-560066-000241,SHOP,KAR-SHOP-BLRU-2023-000160,COMPLAINT,2023-07-03,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000223,KA-TUM-572106-000045,KSPCB,PCB/TUM/CTE/2016/00016,INSPECTION,2023-07-01,OK,department inspection or site verification event - OK
EVT-0001410,KA-BLRU-560064-000286,KSPCB,PCB/BLRU/CTO/2025/00128,INSPECTION,2023-06-24,APPROVED,department inspection or site verification event - APPROVED
EVT-0000386,KA-TUM-572106-000076,KSPCB,PCB/TUM/CTE/2023/00033,TAX_FILING,2023-06-22,APPROVED,tax return or filing activity signal - APPROVED
EVT-0001472,KA-BLRU-560100-000300,SHOP,KAR-SHOP-BLRU-2016-000204,TAX_FILING,2023-06-22,OK,tax return or filing activity signal - OK
EVT-0000647,KA-BLRR-562110-000128,SHOP,KAR-SHOP-BLRR-2021-000086,INSPECTION,2023-06-20,OK,department inspection or site verification event - OK
EVT-0001043,KA-BLRU-560078-000213,UDYAM,UDYAM-KR-BLRU-2015-000106,ADDRESS_UPDATE,2023-06-18,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0001465,KA-TUM-572106-000298,SHOP,KAR-SHOP-TUM-2020-000202,RENEWAL,2023-06-16,RESOLVED,licence/registration renewal event captured - RESOLVED
EVT-0001029,KA-TUM-572101-000211,LABOUR,LAB-KA-TUM-2016-000103,TAX_FILING,2023-06-14,EXPIRED,tax return or filing activity signal - EXPIRED
EVT-0001162,KA-BLRU-560064-000234,BBMP,BBMP-TL-YELA-2022-000089,ADDRESS_UPDATE,2023-06-11,APPROVED,address correction or amendment signal - APPROVED
EVT-0001464,KA-TUM-572106-000298,GST,GST-KA-TUM-2019-000238,RENEWAL,2023-06-09,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0001202,KA-BLRU-560001-000243,GST,GST-KA-BLRU-2017-000191,ADDRESS_UPDATE,2023-06-08,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0001204,KA-BLRU-560059-000244,BBMP,BBMP-TL-WEST-2019-000094,ADDRESS_UPDATE,2023-05-30,NOTICE,address correction or amendment signal - NOTICE
EVT-0000553,KA-TUM-572101-000109,GST,GST-KA-TUM-2023-000081,ADDRESS_UPDATE,2023-05-29,PENDING,address correction or amendment signal - PENDING
EVT-0001106,KA-BLRU-560037-000225,LABOUR,LAB-KA-BLRU-2017-000113,INSPECTION,2023-05-29,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0000243,KA-TUM-572106-000048,BBMP,BBMP-TL-TUMA-2021-000016,COMPLAINT,2023-05-28,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0001102,KA-BLRU-560037-000225,GST,GST-KA-BLRU-2017-000175,RENEWAL,2023-05-28,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0000379,KA-BLRU-560085-000074,BBMP,BBMP-TL-SOUT-2022-000024,COMPLAINT,2023-05-27,OPEN,citizen/department complaint signal - OPEN
EVT-0000516,KA-BLRU-560085-000101,FACTORY,KFBIS-FAC-BLRU-2022-000050,INSPECTION,2023-05-24,APPROVED,department inspection or site verification event - APPROVED
EVT-0000458,KA-MYS-570016-000089,LABOUR,LAB-KA-MYS-2016-000041,TAX_FILING,2023-05-23,NOTICE,tax return or filing activity signal - NOTICE
EVT-0000672,KA-MYS-570001-000133,GST,GST-KA-MYS-2019-000099,TAX_FILING,2023-05-22,OK,tax return or filing activity signal - OK
EVT-0000968,KA-BLRU-560059-000198,GST,GST-KA-BLRU-2020-000152,TAX_FILING,2023-05-22,EXPIRED,tax return or filing activity signal - EXPIRED
EVT-0000628,KA-BLRU-560100-000125,LABOUR,LAB-KA-BLRU-2017-000060,COMPLAINT,2023-05-21,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001461,KA-TUM-572106-000298,SHOP,KAR-SHOP-TUM-2020-000202,COMPLAINT,2023-05-20,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000536,KA-BLRR-562114-000106,BBMP,BBMP-TL-BENG-2017-000040,TAX_FILING,2023-05-19,EXPIRED,tax return or filing activity signal - EXPIRED
EVT-0000990,KA-BLRR-562114-000203,BBMP,BBMP-TL-BENG-2018-000080,ADDRESS_UPDATE,2023-05-19,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0001207,KA-BLRU-560059-000244,SHOP,KAR-SHOP-BLRU-2018-000161,ADDRESS_UPDATE,2023-05-19,APPROVED,address correction or amendment signal - APPROVED
EVT-0000284,KA-BLRU-560078-000056,SHOP,KAR-SHOP-BLRU-2015-000041,TAX_FILING,2023-05-14,NOTICE,tax return or filing activity signal - NOTICE
EVT-0000515,KA-BLRU-560085-000101,GST,GST-KA-BLRU-2019-000075,TAX_FILING,2023-05-14,NOTICE,tax return or filing activity signal - NOTICE
EVT-0001101,KA-BLRU-560037-000225,SHOP,KAR-SHOP-BLRU-2018-000149,INSPECTION,2023-05-13,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0001411,KA-BLRU-560064-000286,GST,GST-KA-BLRU-2023-000228,COMPLAINT,2023-05-13,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001458,KA-TUM-572106-000298,GST,GST-KA-TUM-2019-000238,RENEWAL,2023-05-13,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0000354,KA-BLRU-560059-000069,BBMP,BBMP-TL-WEST-2020-000023,COMPLAINT,2023-05-09,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000486,KA-MYS-570016-000096,SHOP,KAR-SHOP-MYS-2023-000067,COMPLAINT,2023-05-07,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000460,KA-MYS-570016-000089,GST,GST-KA-MYS-2019-000066,RENEWAL,2023-05-05,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0001462,KA-TUM-572106-000298,SHOP,KAR-SHOP-TUM-2020-000202,INSPECTION,2023-05-03,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0001217,KA-BLRU-560085-000246,FACTORY,KFBIS-FAC-BLRU-2021-000110,ADDRESS_UPDATE,2023-04-30,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0000233,KA-BLRU-560043-000046,SHOP,KAR-SHOP-BLRU-2023-000032,COMPLAINT,2023-04-29,OPEN,citizen/department complaint signal - OPEN
EVT-0000478,KA-BLRU-560068-000094,BBMP,BBMP-TL-SOUT-2019-000033,COMPLAINT,2023-04-24,OPEN,citizen/department complaint signal - OPEN
EVT-0001103,KA-BLRU-560037-000225,SHOP,KAR-SHOP-BLRU-2018-000149,RENEWAL,2023-04-23,APPROVED,licence/registration renewal event captured - APPROVED
EVT-0000230,KA-BLRU-560043-000046,SHOP,KAR-SHOP-BLRU-2023-000032,INSPECTION,2023-04-20,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0001255,KA-BLRU-560068-000252,BBMP,BBMP-TL-SOUT-2021-000097,TAX_FILING,2023-04-19,EXPIRED,tax return or filing activity signal - EXPIRED
EVT-0000385,KA-TUM-572106-000076,KSPCB,PCB/TUM/CTE/2023/00033,ADDRESS_UPDATE,2023-04-18,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0001078,KA-BLRU-560024-000220,GST,GST-KA-BLRU-2018-000171,INSPECTION,2023-04-17,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0001251,KA-BLRU-560068-000252,SHOP,KAR-SHOP-BLRU-2023-000166,ADDRESS_UPDATE,2023-04-15,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0000864,KA-BLRU-560068-000174,LABOUR,LAB-KA-BLRU-2019-000084,TAX_FILING,2023-04-11,EXPIRED,tax return or filing activity signal - EXPIRED
EVT-0001240,KA-BLRU-560064-000250,SHOP,KAR-SHOP-BLRU-2019-000164,TAX_FILING,2023-04-05,RESOLVED,tax return or filing activity signal - RESOLVED
EVT-0001108,KA-BLRU-560037-000225,GST,GST-KA-BLRU-2017-000175,COMPLAINT,2023-03-31,OPEN,citizen/department complaint signal - OPEN
EVT-0001179,KA-TUM-572101-000239,SHOP,KAR-SHOP-TUM-2019-000158,ADDRESS_UPDATE,2023-03-25,OK,address correction or amendment signal - OK
EVT-0000293,KA-MYS-570016-000057,UDYAM,UDYAM-KR-MYS-2024-000032,ADDRESS_UPDATE,2023-03-23,NOTICE,address correction or amendment signal - NOTICE
EVT-0000056,KA-MYS-570001-000012,UDYAM,UDYAM-KR-MYS-2020-000007,ADDRESS_UPDATE,2023-03-20,NOTICE,address correction or amendment signal - NOTICE
EVT-0000210,KA-BLRU-560085-000041,BBMP,BBMP-TL-SOUT-2019-000012,TAX_FILING,2023-03-15,OK,tax return or filing activity signal - OK
EVT-0001466,KA-BLRU-560078-000299,KSPCB,PCB/BLRU/CTE/2015/00133,ADDRESS_UPDATE,2023-03-14,NOTICE,address correction or amendment signal - NOTICE
EVT-0000360,KA-BLRU-560001-000070,KSPCB,PCB/BLRU/CTE/2020/00028,TAX_FILING,2023-03-08,PENDING,tax return or filing activity signal - PENDING
EVT-0001144,KA-TUM-572101-000231,GST,GST-KA-TUM-2017-000179,COMPLAINT,2023-03-07,OPEN,citizen/department complaint signal - OPEN
EVT-0001307,KA-BLRU-560066-000264,GST,GST-KA-BLRU-2017-000208,INSPECTION,2023-03-02,PENDING,department inspection or site verification event - PENDING
EVT-0000209,KA-BLRU-560085-000041,SHOP,KAR-SHOP-BLRU-2018-000028,COMPLAINT,2023-02-14,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000070,KA-BLRR-562110-000015,BBMP,BBMP-TL-BENG-2020-000005,INSPECTION,2023-02-06,PENDING,department inspection or site verification event - PENDING
EVT-0000551,KA-TUM-572101-000109,LABOUR,LAB-KA-TUM-2019-000053,TAX_FILING,2023-01-18,OK,tax return or filing activity signal - OK
EVT-0000232,KA-BLRU-560043-000046,SHOP,KAR-SHOP-BLRU-2023-000032,RENEWAL,2022-12-28,PENDING,licence/registration renewal event captured - PENDING
EVT-0000072,KA-BLRR-562110-000015,BBMP,BBMP-TL-BENG-2020-000005,INSPECTION,2022-12-20,OK,department inspection or site verification event - OK
EVT-0001310,KA-BLRR-562114-000265,LABOUR,LAB-KA-BLRR-2019-000129,COMPLAINT,2022-12-19,OPEN,citizen/department complaint signal - OPEN
EVT-0001350,KA-BLRU-560043-000273,UDYAM,UDYAM-KR-BLRU-2020-000135,INSPECTION,2022-12-18,PENDING,department inspection or site verification event - PENDING
EVT-0000383,KA-BLRU-560066-000075,GST,GST-KA-BLRU-2016-000058,TAX_FILING,2022-12-16,PENDING,tax return or filing activity signal - PENDING
EVT-0000334,KA-BLRU-560076-000065,SHOP,KAR-SHOP-BLRU-2018-000046,RENEWAL,2022-12-15,APPROVED,licence/registration renewal event captured - APPROVED
EVT-0000380,KA-BLRU-560066-000075,FACTORY,KFBIS-FAC-BLRU-2015-000035,COMPLAINT,2022-12-12,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000819,KA-BLRR-562110-000165,GST,GST-KA-BLRR-2015-000128,TAX_FILING,2022-12-12,APPROVED,tax return or filing activity signal - APPROVED
EVT-0001208,KA-BLRU-560059-000244,GST,GST-KA-BLRU-2020-000192,INSPECTION,2022-12-09,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0000351,KA-MYS-570001-000068,BBMP,BBMP-TL-CENT-2019-000022,INSPECTION,2022-12-04,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0000972,KA-BLRU-560059-000198,UDYAM,UDYAM-KR-BLRU-2015-000094,ADDRESS_UPDATE,2022-11-30,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0000398,KA-BLRR-562114-000078,GST,GST-KA-BLRR-2017-000059,INSPECTION,2022-11-17,APPROVED,department inspection or site verification event - APPROVED
EVT-0001468,KA-BLRU-560078-000299,SHOP,KAR-SHOP-BLRU-2015-000203,COMPLAINT,2022-11-08,OPEN,citizen/department complaint signal - OPEN
EVT-0000542,KA-MYS-570001-000107,UDYAM,UDYAM-KR-MYS-2018-000052,TAX_FILING,2022-11-05,EXPIRED,tax return or filing activity signal - EXPIRED
EVT-0000408,KA-BLRU-560068-000080,FACTORY,KFBIS-FAC-BLRU-2017-000037,ADDRESS_UPDATE,2022-11-04,APPROVED,address correction or amendment signal - APPROVED
EVT-0001351,KA-BLRU-560043-000273,UDYAM,UDYAM-KR-BLRU-2020-000135,INSPECTION,2022-11-04,OK,department inspection or site verification event - OK
EVT-0000555,KA-TUM-572101-000109,LABOUR,LAB-KA-TUM-2019-000053,TAX_FILING,2022-10-31,PENDING,tax return or filing activity signal - PENDING
EVT-0000538,KA-BLRR-562114-000106,LABOUR,LAB-KA-BLRR-2024-000050,RENEWAL,2022-10-26,RESOLVED,licence/registration renewal event captured - RESOLVED
EVT-0000634,KA-MYS-570018-000126,LABOUR,LAB-KA-MYS-2015-000061,TAX_FILING,2022-10-26,OK,tax return or filing activity signal - OK
EVT-0000007,KA-BLRR-561203-000003,GST,GST-KA-BLRR-2024-000002,ADDRESS_UPDATE,2022-10-21,NOTICE,address correction or amendment signal - NOTICE
EVT-0000332,KA-BLRU-560076-000065,UDYAM,UDYAM-KR-BLRU-2016-000037,ADDRESS_UPDATE,2022-10-13,APPROVED,address correction or amendment signal - APPROVED
EVT-0000818,KA-BLRR-562110-000165,SHOP,KAR-SHOP-BLRR-2015-000111,INSPECTION,2022-10-12,PENDING,department inspection or site verification event - PENDING
EVT-0001309,KA-BLRR-562114-000265,BBMP,BBMP-TL-BENG-2016-000104,INSPECTION,2022-10-09,NOTICE,department inspection or site verification event - NOTICE
EVT-0000988,KA-BLRU-560059-000202,BBMP,BBMP-TL-WEST-2017-000079,COMPLAINT,2022-10-07,OPEN,citizen/department complaint signal - OPEN
