entity_id,legal_name,trade_name,business_type,business_category,nic_code,pollution_category,district,district_code,pin_code,locality,zone,ward,canonical_address,pan_hash,gstin_hash,udyam_hash,phone,email,incorporation_date,employee_count,turnover_band_lakh
ENT-00225,Asha Enterprises,Asha Enterprises,Logistics / Warehouse,Service,5210,Green,Bengaluru Urban,BLRU,560037,Whitefield,Mahadevapura,Ward-085,"No 274, B 2nd Main, Whitefield, Bengaluru Urban, Karnataka - 560037",PAN_32F5D854777CE257,,,,contact0225@examplebiz.in,2014-10-29,3,25-50
ENT-00226,Sree Tools LLP,Sree Tools,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 245, Main Road, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",PAN_2D9B0A600CB57046,GSTIN_47A4BB2AE7580D53,,9001789831,contact0226@examplebiz.in,2025-09-24,120,0-10
ENT-00227,Harsha LLP,Harsha,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560034,Koramangala,South-East,Ward-151,"No 77, Shed Industrial Layout, Koramangala, Bengaluru Urban, Karnataka - 560034",PAN_33D024FFE853BC47,,UDYAM_6DC082F6C2B1BED8,9001797750,,2014-04-16,18,500+
ENT-00228,Kaveri Print Company,Kaveri Print Company,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560059,Rajajinagar Industrial Suburb,West,Ward-067,"No 254, 1st Cross, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",PAN_60A912FAABF10F02,,UDYAM_EC40EEEEFCE34A59,,,2018-11-26,2,0-10
ENT-00229,Lakshmi Medical LLP,Lakshmi Medical,Pharmacy / Medical Retail,Retail,4772,Green,Tumakuru,TUM,572101,BH Road,Tumakuru,Ward-T01,"No 257, A Near Bus Stop, BH Road, Tumakuru, Karnataka - 572101",PAN_6050C8E371DDADD8,,UDYAM_AD2F73D143F4FE1F,9001813588,,2012-10-07,8,100-500
ENT-00230,Kaveri Meds Pvt Ltd,Kaveri Meds,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Rural,BLRR,562157,Bagalur,Bengaluru Rural,Ward-R07,"No 8, Plot Behind Metro, Bagalur, Bengaluru Rural, Karnataka - 562157",PAN_816459A08C7ADBAE,GSTIN_C5634421BA171F7C,UDYAM_D81C8A8D4F5B7368,9001821507,,2014-05-12,36,10-25
ENT-00231,Veda LLP,Veda,Restaurant / Cafe,Service,5610,Green,Tumakuru,TUM,572101,BH Road,Tumakuru,Ward-T01,"No 243, Plot 3rd Phase, BH Road, Tumakuru, Karnataka - 572101",PAN_683001A870C92F4E,GSTIN_F61B7698CC768FAA,UDYAM_E167183B69444D57,9001829426,,2017-08-22,120,100-500
ENT-00232,Aditya Tech Enterprises,Aditya Tech Enterprises,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Rural,BLRR,562157,Bagalur,Bengaluru Rural,Ward-R07,"No 150, C 1st Cross, Bagalur, Bengaluru Rural, Karnataka - 562157",,,UDYAM_A8E406437C54A231,,contact0232@examplebiz.in,2014-07-04,4,25-50
ENT-00233,Srinidhi Traders,Srinidhi Traders,Machine Tools,Manufacturing,2819,Orange,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 268, Shed Extension, Hebbal Industrial Area, Mysuru, Karnataka - 570016",PAN_144B2AE572B63DB3,GSTIN_14252400B96E6E4F,,9001845264,,2020-05-31,3,10-25
ENT-00234,Prakruthi Biryani Solutions,Prakruthi Biryani Solutions,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560064,Yelahanka,Yelahanka,Ward-004,"No 202, B Behind Metro, Yelahanka, Bengaluru Urban, Karnataka - 560064",PAN_E4DEE4B385129038,GSTIN_5E35136DA83447D1,UDYAM_74C214B26994B598,9001853183,contact0234@examplebiz.in,2018-08-10,3,10-25
ENT-00235,Sahana Industries,Sahana Industries,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560076,Bannerghatta Road,South,Ward-177,"No 149, B Main Road, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",PAN_8714F7C507582EA6,GSTIN_18133BB07F6F59F4,,,contact0235@examplebiz.in,2016-01-15,12,25-50
ENT-00236,Bharath Cargo Pvt Ltd,Bharath Cargo,Logistics / Warehouse,Service,5210,Green,Bengaluru Urban,BLRU,560034,Koramangala,South-East,Ward-151,"No 196, B Service Road, Koramangala, Bengaluru Urban, Karnataka - 560034",,,UDYAM_40CE84D007724B65,9001869021,contact0236@examplebiz.in,2018-02-09,12,25-50
ENT-00237,Sharma Print Enterprises,Sharma Print Enterprises,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560085,Banashankari,South,Ward-182,"No 221, B Near Bus Stop, Banashankari, Bengaluru Urban, Karnataka - 560085",,,UDYAM_AE0426F66F2C2879,9001876940,contact0237@examplebiz.in,2016-05-27,4,10-25
ENT-00238,Kaveri Components Enterprises,Kaveri Components Enterprises,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560078,Jayanagar,South,Ward-168,"No 221, B Extension, Jayanagar, Bengaluru Urban, Karnataka - 560078",,,UDYAM_0BBE73D7246221A3,9001884859,contact0238@examplebiz.in,2022-02-26,5,50-100
ENT-00239,Aditya Labels Enterprises,Aditya Labels Enterprises,Printing / Packaging,Manufacturing,1811,Orange,Tumakuru,TUM,572101,BH Road,Tumakuru,Ward-T01,"No 296, Shed Behind Metro, BH Road, Tumakuru, Karnataka - 572101",,,,9001892778,,2012-09-15,180,50-100
ENT-00240,Sahana Industries Co,Sahana Industries Co,Machine Tools,Manufacturing,2819,Orange,Mysuru,MYS,570018,Nanjangud Road,South,Ward-M32,"No 299, Main Road, Nanjangud Road, Mysuru, Karnataka - 570018",PAN_BD6881BC64CFE497,GSTIN_0CF374A1AB8DE340,UDYAM_122AC8D12F1C66F5,9001900697,contact0240@examplebiz.in,2019-05-12,8,0-10
ENT-00241,Mysore Biryani Associates,Mysore Biryani Associates,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 96, D 2nd Main, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",PAN_16C15F0E7DD2714D,GSTIN_B7D0C5B514E96A62,UDYAM_E36267FDBBE21422,,contact0241@examplebiz.in,2015-11-02,85,25-50
ENT-00242,Nisarga Clinic Solutions,Nisarga Clinic Solutions,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560029,BTM Layout,South,Ward-176,"No 136, A Main Road, BTM Layout, Bengaluru Urban, Karnataka - 560029",,,,9001916535,contact0242@examplebiz.in,2018-03-26,180,500+
ENT-00243,Sharma Moulding Industries,Sharma Moulding Industries,Plastic Moulding,Manufacturing,2220,Red,Bengaluru Urban,BLRU,560001,MG Road,East,Ward-111,"No 106, C Extension, MG Road, Bengaluru Urban, Karnataka - 560001",PAN_204F0D5092A8347D,GSTIN_57E7E5251FF179EF,UDYAM_93E1987A519F722C,,,2021-01-29,3,10-25
ENT-00244,Naveen LLP,Naveen,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560059,Rajajinagar Industrial Suburb,West,Ward-067,"No 214, Plot 3rd Phase, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",,,,9001932373,,2016-12-31,8,500+
ENT-00245,Sharma Coatings Pvt Ltd,Sharma Coatings,Chemical Blending,Manufacturing,2029,Red,Bengaluru Rural,BLRR,562157,Bagalur,Bengaluru Rural,Ward-R07,"No 200, D Behind Metro, Bagalur, Bengaluru Rural, Karnataka - 562157",,,,9001940292,,2022-07-13,12,10-25
ENT-00246,Ananya Labs Enterprises,Ananya Labs Enterprises,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560085,Banashankari,South,Ward-182,"No 11, C Near Bus Stop, Banashankari, Bengaluru Urban, Karnataka - 560085",PAN_007EEE6A7361AC72,GSTIN_0ACDED13D63CA460,UDYAM_D23E24CD49773587,9001948211,contact0246@examplebiz.in,2017-10-09,180,0-10
ENT-00247,Kaveri Associates,Kaveri Associates,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Rural,BLRR,562110,Devanahalli,Bengaluru Rural,Ward-R01,"No 12, B Sector, Devanahalli, Bengaluru Rural, Karnataka - 562110",PAN_ECAA29CD4AF7D75C,GSTIN_FA7564FF5CAF8A2C,,9001956130,,2014-10-18,10,500+
ENT-00248,Veda Precision Company,Veda Precision Company,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560058,Peenya Industrial Area,Dasarahalli,Ward-038,"No 268, D 1st Cross, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",PAN_B74F2C0A5BD8CC00,GSTIN_FB130C3561A751D6,UDYAM_2B512E9001FE41C7,,,2025-04-14,3,50-100
ENT-00249,Deccan Precision Co,Deccan Precision Co,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 182, C Service Road, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",,,UDYAM_0201CBE1D2B69192,9001971968,contact0249@examplebiz.in,2025-09-26,36,0-10
ENT-00250,Aarohi Graphics Solutions,Aarohi Graphics Solutions,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560064,Yelahanka,Yelahanka,Ward-004,"No 103, C 3rd Phase, Yelahanka, Bengaluru Urban, Karnataka - 560064",PAN_D8F6EEA1263F3207,GSTIN_1D367BAFA59215BC,UDYAM_B9692549B0041601,9001979887,,2025-09-01,120,0-10
ENT-00251,Prakruthi Clinic Pvt Ltd,Prakruthi Clinic,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560102,HSR Layout,Bommanahalli,Ward-174,"No 125, B Behind Metro, HSR Layout, Bengaluru Urban, Karnataka - 560102",PAN_DAC57B21120137A3,,UDYAM_BA45A1C7D5F84077,,contact0251@examplebiz.in,2020-12-09,120,10-25
ENT-00252,Sree Pharma Pvt Ltd,Sree Pharma,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560068,Bommanahalli,South,Ward-175,"No 275, B 3rd Phase, Bommanahalli, Bengaluru Urban, Karnataka - 560068",PAN_A12F2782E8476B91,,,9001995725,contact0252@examplebiz.in,2022-06-09,10,50-100
ENT-00253,Bangalore LLP,Bangalore,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Rural,BLRR,561203,Doddaballapura,Bengaluru Rural,Ward-R09,"No 227, A Service Road, Doddaballapura, Bengaluru Rural, Karnataka - 561203",PAN_6B9DF9DD3956D061,,UDYAM_8D481BE7A9B1545F,,,2016-05-05,18,0-10
ENT-00254,Srinidhi LLP,Srinidhi,Restaurant / Cafe,Service,5610,Green,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 267, Shed Near Bus Stop, Hebbal Industrial Area, Mysuru, Karnataka - 570016",,,,9002011563,,2015-03-23,25,25-50
ENT-00255,Sharma LLP,Sharma,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560058,Peenya Industrial Area,Dasarahalli,Ward-038,"No 190, Plot Industrial Layout, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",PAN_116522B408A1CA95,GSTIN_5FA703E466891DB8,,,,2018-12-01,3,50-100
ENT-00256,Navya Mold LLP,Navya Mold,Plastic Moulding,Manufacturing,2220,Red,Bengaluru Rural,BLRR,562114,Hoskote,Bengaluru Rural,Ward-R04,"No 234, B 1st Cross, Hoskote, Bengaluru Rural, Karnataka - 562114",PAN_D6113C83B5A9C187,GSTIN_12CF1990531B95DB,UDYAM_CCD5A8FBA27AE260,9002027401,contact0256@examplebiz.in,2025-03-02,18,50-100
ENT-00257,Siddhi Enterprises,Siddhi Enterprises,Logistics / Warehouse,Service,5210,Green,Bengaluru Urban,BLRU,560064,Yelahanka,Yelahanka,Ward-004,"No 73, Plot Sector, Yelahanka, Bengaluru Urban, Karnataka - 560064",PAN_1D65C9B9EEA6CCD5,GSTIN_1389FA7B5268E156,UDYAM_248BB79882B519EC,9002035320,,2020-11-12,25,100-500
ENT-00258,Vijaya Industries Works,Vijaya Industries Works,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560078,Jayanagar,South,Ward-168,"No 15, Shed 3rd Phase, Jayanagar, Bengaluru Urban, Karnataka - 560078",PAN_C7CA821D673ADC5F,,UDYAM_115E9296ECE60CE4,,contact0258@examplebiz.in,2025-04-01,36,0-10
ENT-00259,Veda Logistics Works,Veda Logistics Works,Logistics / Warehouse,Service,5210,Green,Bengaluru Urban,BLRU,560076,Bannerghatta Road,South,Ward-177,"No 252, B 3rd Phase, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",PAN_9DE8A6D3DE135251,GSTIN_DCBB50607CDF747B,,,contact0259@examplebiz.in,2017-02-13,10,25-50
ENT-00260,Siddhi Packaging Enterprises,Siddhi Packaging Enterprises,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 180, Plot Main Road, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",,,,9002059077,,2014-04-13,4,0-10
ENT-00261,Veda Print Enterprises,Veda Print Enterprises,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560029,BTM Layout,South,Ward-176,"No 4, B Near Bus Stop, BTM Layout, Bengaluru Urban, Karnataka - 560029",PAN_886A4A6F0D259404,GSTIN_2E301C8AE1604718,,,contact0261@examplebiz.in,2019-02-27,25,25-50
ENT-00262,Meghana Spices LLP,Meghana Spices,Food Processing,Manufacturing,1030,Orange,Bengaluru Rural,BLRR,562114,Hoskote,Bengaluru Rural,Ward-R04,"No 102, Industrial Layout, Hoskote, Bengaluru Rural, Karnataka - 562114",,,UDYAM_3547276AD26D2047,9002074915,contact0262@examplebiz.in,2021-08-21,52,25-50
ENT-00263,Aditya Polymers Associates,Aditya Polymers Associates,Plastic Moulding,Manufacturing,2220,Red,Mysuru,MYS,570001,Devaraja Mohalla,Central,Ward-M01,"No 95, Plot Main Road, Devaraja Mohalla, Mysuru, Karnataka - 570001",PAN_C84986319AF8A1A5,GSTIN_1AB7459A556312B2,UDYAM_3D7C0BB047FD13BF,9002082834,contact0263@examplebiz.in,2014-04-23,36,500+
ENT-00264,Veda Coatings Solutions,Veda Coatings Solutions,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 22, D 2nd Main, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",PAN_01C507A5A7DC2335,,,9002090753,contact0264@examplebiz.in,2018-07-04,8,500+
ENT-00265,Sharma Textiles Pvt Ltd,Sharma Textiles,Textile / Garments,Manufacturing,1410,Green,Bengaluru Rural,BLRR,562114,Hoskote,Bengaluru Rural,Ward-R04,"No 67, D Industrial Layout, Hoskote, Bengaluru Rural, Karnataka - 562114",,,UDYAM_F08F274DAD9CD59B,,contact0265@examplebiz.in,2024-02-26,120,50-100
ENT-00266,Sree Print Co,Sree Print Co,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560102,HSR Layout,Bommanahalli,Ward-174,"No 106, A Behind Metro, HSR Layout, Bengaluru Urban, Karnataka - 560102",PAN_B5DFDAA871F5A94D,,UDYAM_32D55966AF9EB52A,9002106591,,2023-01-04,18,25-50
ENT-00267,Harsha Meals Industries,Harsha Meals Industries,Restaurant / Cafe,Service,5610,Green,Bengaluru Rural,BLRR,562157,Bagalur,Bengaluru Rural,Ward-R07,"No 284, B Industrial Layout, Bagalur, Bengaluru Rural, Karnataka - 562157",PAN_EE09313F3919CA88,GSTIN_A1B934FF0EF1D183,UDYAM_5F0A0137C84D1166,9002114510,,2019-09-14,12,50-100
ENT-00268,Vijaya Moulding Solutions,Vijaya Moulding Solutions,Plastic Moulding,Manufacturing,2220,Red,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 117, Sector, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",PAN_8902244CF4335CBA,,,9002122429,contact0268@examplebiz.in,2024-09-07,4,50-100
ENT-00269,Nisarga Printers Pvt Ltd,Nisarga Printers,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 209, B 1st Cross, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",PAN_BD3CC4878CF1AE19,,UDYAM_D582D5018BB7471B,,contact0269@examplebiz.in,2015-11-09,5,500+
ENT-00270,Ananya Cafe Enterprises,Ananya Cafe Enterprises,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560058,Peenya Industrial Area,Dasarahalli,Ward-038,"No 244, Shed 3rd Phase, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",PAN_5EA36CE8DC166754,GSTIN_732F51C60619B150,,9002138267,contact0270@examplebiz.in,2019-12-18,5,500+
ENT-00271,Bangalore Traders,Bangalore Traders,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 249, A Industrial Layout, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",PAN_60CD925D0E1297DD,,,9002146186,,2012-07-26,5,10-25
ENT-00272,Ganesh Care Company,Ganesh Care Company,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560034,Koramangala,South-East,Ward-151,"No 290, B 3rd Phase, Koramangala, Bengaluru Urban, Karnataka - 560034",PAN_02557CD3CA75CE75,GSTIN_89EF8077A26C36F1,UDYAM_FD40DDF052808A1F,9002154105,,2019-10-14,3,50-100
ENT-00273,Mysore Industries,Mysore Industries,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560043,Kalyan Nagar,East,Ward-025,"No 8, Plot Near Bus Stop, Kalyan Nagar, Bengaluru Urban, Karnataka - 560043",PAN_B4C355BCADC69F3F,GSTIN_530AE8B3856C3455,UDYAM_C2E80B30253CFC25,9002162024,contact0273@examplebiz.in,2018-03-22,52,10-25
ENT-00274,Omkar Cafe Industries,Omkar Cafe Industries,Restaurant / Cafe,Service,5610,Green,Bengaluru Rural,BLRR,562114,Hoskote,Bengaluru Rural,Ward-R04,"No 289, B 3rd Phase, Hoskote, Bengaluru Rural, Karnataka - 562114",PAN_320A87318B8E6992,GSTIN_28F383ECD483D17A,UDYAM_5E0673D4F1333795,,,2015-06-05,120,100-500
ENT-00275,Harsha Works,Harsha Works,Food Processing,Manufacturing,1030,Orange,Tumakuru,TUM,572106,Antharasanahalli Industrial Area,Tumakuru,Ward-T12,"No 282, D Extension, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",,,UDYAM_79DABE4454E35612,9002177862,contact0275@examplebiz.in,2024-11-13,5,50-100
ENT-00276,Omkar Mold Traders,Omkar Mold Traders,Plastic Moulding,Manufacturing,2220,Red,Bengaluru Urban,BLRU,560029,BTM Layout,South,Ward-176,"No 60, A 1st Cross, BTM Layout, Bengaluru Urban, Karnataka - 560029",PAN_3C7D032D6079014B,GSTIN_7033E30ADB27B2E9,UDYAM_419A17B62A1990C7,,contact0276@examplebiz.in,2022-03-30,12,50-100
ENT-00277,Bharath Clinic Associates,Bharath Clinic Associates,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560037,Whitefield,Mahadevapura,Ward-085,"No 152, Shed 3rd Phase, Whitefield, Bengaluru Urban, Karnataka - 560037",PAN_24567A17899E35D2,GSTIN_B84409F57141E58D,,9002193700,,2022-12-24,10,0-10
ENT-00278,Asha CNC LLP,Asha CNC,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560043,Kalyan Nagar,East,Ward-025,"No 90, A Industrial Layout, Kalyan Nagar, Bengaluru Urban, Karnataka - 560043",PAN_E35F91CF1E8B0DBF,GSTIN_8B4FB06493C0F325,,9002201619,contact0278@examplebiz.in,2021-10-28,36,0-10
ENT-00279,Varun Traders,Varun Traders,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560076,Bannerghatta Road,South,Ward-177,"No 9, B 3rd Phase, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",PAN_77A9C3A3A627552E,,UDYAM_1441840DB39EF976,9002209538,contact0279@examplebiz.in,2024-05-30,25,100-500
ENT-00280,Nandi Meals Enterprises,Nandi Meals Enterprises,Restaurant / Cafe,Service,5610,Green,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 47, C 3rd Phase, Hebbal Industrial Area, Mysuru, Karnataka - 570016",PAN_D8632AFDE0961CC9,GSTIN_8FCA6BBB333F9870,,,contact0280@examplebiz.in,2014-08-11,4,0-10
ENT-00281,Navya Garments Works,Navya Garments Works,Textile / Garments,Manufacturing,1410,Green,Bengaluru Rural,BLRR,562157,Bagalur,Bengaluru Rural,Ward-R07,"No 71, A Sector, Bagalur, Bengaluru Rural, Karnataka - 562157",PAN_1ECC745C95ED9A63,,,9002225376,contact0281@examplebiz.in,2016-01-03,120,50-100
ENT-00282,Omkar Coatings Pvt Ltd,Omkar Coatings,Chemical Blending,Manufacturing,2029,Red,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 22, D Main Road, Hebbal Industrial Area, Mysuru, Karnataka - 570016",PAN_AF43DCE1AC1387A9,GSTIN_FD7E0A15512E04DA,UDYAM_5DDFBE29C6BC54A8,9002233295,contact0282@examplebiz.in,2019-11-19,180,25-50
ENT-00283,Aditya Meds Co,Aditya Meds Co,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560024,Hebbal,Yelahanka,Ward-021,"No 110, C Behind Metro, Hebbal, Bengaluru Urban, Karnataka - 560024",PAN_1BFB605BF7BD8035,GSTIN_CD9C18E945973D01,,9002241214,contact0283@examplebiz.in,2018-09-01,10,500+
ENT-00284,Prakruthi Packaging Enterprises,Prakruthi Packaging Enterprises,Printing / Packaging,Manufacturing,1811,Orange,Mysuru,MYS,570001,Devaraja Mohalla,Central,Ward-M01,"No 45, Plot Extension, Devaraja Mohalla, Mysuru, Karnataka - 570001",PAN_738A4D73B7A3D9C6,GSTIN_BD587EE3AB59DBDB,UDYAM_3865272CC1F761FE,,,2025-06-01,25,500+
ENT-00285,Ananya Chem Industries,Ananya Chem Industries,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560059,Rajajinagar Industrial Suburb,West,Ward-067,"No 221, B 3rd Phase, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",PAN_38445CC051FC66AE,GSTIN_C0DEC8E9E783AE32,UDYAM_4137F8987B301E04,9002257052,,2024-09-28,85,0-10
ENT-00286,Harsha Works,Harsha Works,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560064,Yelahanka,Yelahanka,Ward-004,"No 274, Plot Sector, Yelahanka, Bengaluru Urban, Karnataka - 560064",PAN_5084A28A7216F336,,UDYAM_F6D6B22CF51BB837,9002264971,,2014-05-18,5,10-25
ENT-00287,Prakruthi Packaging Works,Prakruthi Packaging Works,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560043,Kalyan Nagar,East,Ward-025,"No 107, D 3rd Phase, Kalyan Nagar, Bengaluru Urban, Karnataka - 560043",,,,9002272890,,2018-08-08,85,0-10
ENT-00288,Nandi Moulding Company,Nandi Moulding Company,Plastic Moulding,Manufacturing,2220,Red,Bengaluru Urban,BLRU,560076,Bannerghatta Road,South,Ward-177,"No 200, Shed Industrial Layout, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",,,,,,2024-11-24,8,100-500
ENT-00289,Aarohi Bakery Associates,Aarohi Bakery Associates,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560076,Bannerghatta Road,South,Ward-177,"No 14, Shed Behind Metro, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",,,,9002288728,contact0289@examplebiz.in,2017-12-14,5,500+
ENT-00290,Deccan Tools Traders,Deccan Tools Traders,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560068,Bommanahalli,South,Ward-175,"No 214, B 2nd Main, Bommanahalli, Bengaluru Urban, Karnataka - 560068",,,UDYAM_5927580713AC3E60,9002296647,contact0290@examplebiz.in,2018-02-27,3,10-25
ENT-00291,Lakshmi Meds Pvt Ltd,Lakshmi Meds,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Rural,BLRR,562110,Devanahalli,Bengaluru Rural,Ward-R01,"No 279, Shed 1st Cross, Devanahalli, Bengaluru Rural, Karnataka - 562110",PAN_5D3E13DDB0BCBB69,GSTIN_0AAADD79C4584D25,UDYAM_B37BD2B7F9ADAB25,9002304566,,2020-06-24,36,100-500
ENT-00292,Udupi Health Works,Udupi Health Works,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560100,Electronic City,Bommanahalli,Ward-192,"No 16, C Service Road, Electronic City, Bengaluru Urban, Karnataka - 560100",,,,9002312485,,2025-09-18,25,10-25
ENT-00293,Siddhi Works Enterprises,Siddhi Works Enterprises,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560076,Bannerghatta Road,South,Ward-177,"No 7, C Main Road, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",PAN_340F784F33AB8AE7,GSTIN_03C304D422D93C74,,9002320404,,2019-05-20,18,100-500
ENT-00294,Nandi Tools Co,Nandi Tools Co,Machine Tools,Manufacturing,2819,Orange,Bengaluru Rural,BLRR,561203,Doddaballapura,Bengaluru Rural,Ward-R09,"No 158, Industrial Layout, Doddaballapura, Bengaluru Rural, Karnataka - 561203",PAN_F52B82BD8F6FBADF,GSTIN_73676B4AA06E0B6F,,9002328323,,2015-12-12,25,500+
ENT-00295,Lakshmi Kitchen Pvt Ltd,Lakshmi Kitchen,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560024,Hebbal,Yelahanka,Ward-021,"No 91, A 1st Cross, Hebbal, Bengaluru Urban, Karnataka - 560024",PAN_AE7BA4C831F4ECAE,GSTIN_D99EB2967262E860,UDYAM_49D76E771FF4D5F4,9002336242,contact0295@examplebiz.in,2021-01-21,8,100-500
ENT-00296,Veda Apparels Company,Veda Apparels Company,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560058,Peenya Industrial Area,Dasarahalli,Ward-038,"No 235, Behind Metro, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",,,UDYAM_808FB7A886DE41BF,,,2015-05-07,85,50-100
ENT-00297,Mysore Health Industries,Mysore Health Industries,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560068,Bommanahalli,South,Ward-175,"No 234, Shed Near Bus Stop, Bommanahalli, Bengaluru Urban, Karnataka - 560068",PAN_308BE40192FDD51E,GSTIN_03941D2CB49CD7A4,UDYAM_1AD536C50C701BCA,9002352080,contact0297@examplebiz.in,2023-04-01,12,0-10
ENT-00298,Aditya Works,Aditya Works,Restaurant / Cafe,Service,5610,Green,Tumakuru,TUM,572106,Antharasanahalli Industrial Area,Tumakuru,Ward-T12,"No 211, A 1st Cross, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",,,UDYAM_D4732647D58031C3,9002359999,,2022-07-04,36,10-25
