source_record_id,source_system,source_system_name,entity_id_ground_truth,business_name,trade_name,owner_name_masked,address,locality,district,district_code,pin_code,ward,zone,business_type,business_category,nic_code,pollution_category,pan_hash,gstin_hash,udyam_hash,phone,email,registration_date,last_event_date,status,employee_count,turnover_band_lakh,ingested_at,data_quality_notes
PCB/BLRU/CTO/2023/00129,KSPCB,Karnataka State Pollution Control Board,ENT-00288,Nandi Moulding Company,,Owner A,"No. 200, Shed Industrial Layout, Bannerghatta Road, Bangalore Urban, K'taka - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Plastic Moulding,Manufacturing,2220,Red,,,,,,2023-05-22,2024-06-03,DORMANT,8,,2026-02-21,pan_hash;gstin_hash;phone;email
KAR-SHOP-BLRU-2024-000194,SHOP,Karnataka Shops and Commercial Establishments,ENT-00288,Nandi Moulding Company,M/S Nandi Moulding Company,Managing Partner,"No. 200, Shed Industrial Layout, Bannerghatta Road, Bengaluru Urban, KA - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Plastic Moulding,Manufacturing,2220,Red,,,,,,2024-10-12,2025-08-23,ACTIVE,8,,2025-12-07,pan_hash;gstin_hash;phone;email
UDYAM-KR-BLRU-2020-000143,UDYAM,Udyam / MSME Registry,ENT-00288,M/S Nandi Moulding Company,M/S Nandi Moulding Co,Director Masked,"No. 200, Shed Industrial Layout, Bannerghatta Road, Bengaluru Urban, KA - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Plastic Moulding,Manufacturing,2220,Red,,,,,,2020-04-16,2023-03-13,CLOSED,8,,2026-04-06,pan_hash;gstin_hash;phone;email
BBMP-TL-SOUT-2022-000118,BBMP,BBMP Trade Licence,ENT-00289,Aarohi Bakery Associates,Aarohi Baker Associates,Owner B,"#14, Shed Behind Metro, Bannerghatta Road, Bangalore Urban, K'taka",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Food Processing,Manufacturing,1030,Orange,,,,,,2022-12-26,2023-05-30,DORMANT,,500+,2026-03-18,pan_hash;gstin_hash;phone;email
GST-KA-BLRU-2021-000231,GST,GST Taxpayer Registry,ENT-00289,Aarohi Bakery Associates,Aarohi Bakery Associates,Owner B,"14, Shed Behind Metro, Bannerghatta Road, Bengaluru Urban, KA - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Food Processing,Manufacturing,1030,Orange,,,,9002288728,contact0289@examplebiz.in,2021-12-18,2024-08-08,CLOSED,,,2026-01-31,pan_hash;gstin_hash
LAB-KA-BLRU-2022-000141,LABOUR,Labour Department,ENT-00289,Aarohi Bakery Associates,Aarohi Bakery Associates,Owner A,"#14, Shed Behind Metro, Bannerghatta Road, Bangalore Urban, Karnataka - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Food Processing,Manufacturing,1030,Orange,,,,9002288728,,2022-07-31,2025-05-17,ACTIVE,5,,2026-04-06,pan_hash;gstin_hash;email
KAR-SHOP-BLRU-2022-000195,SHOP,Karnataka Shops and Commercial Establishments,ENT-00289,Aarohi Bakery Associates,Aarohi Bakery Associates,Owner A,"14, Shed Behind Metro, Bannerghatta Road, Bengaluru Urban, K'taka - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Food Processing,Manufacturing,1030,Orange,,,,9002288728,contact0289@examplebiz.in,2022-09-08,2023-06-03,DORMANT,,500+,2025-11-26,pan_hash;gstin_hash
UDYAM-KR-BLRU-2022-000144,UDYAM,Udyam / MSME Registry,ENT-00289,Aarohi Bakery Associates,Aarohi Bakery Associates,Partner 1,"No. 14, Shed Behind Metro, Bannerghatta Road, Bangalore Urban, Karnataka - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Food Processing,Manufacturing,1030,Orange,,,,9002288728,,2022-04-23,2022-09-15,CLOSED,,500+,2026-01-16,pan_hash;gstin_hash;email
KFBIS-FAC-BLRU-2022-000128,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00290,Deccan Tools Traders,Deccan Tools Traders,Owner B,"#214, B 2nd Main, Bommanahalli, Bengaluru Urban, KA - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Machine Tools,Manufacturing,2819,Orange,,,,9002296647,contact0290@examplebiz.in,2022-09-11,2025-12-04,ACTIVE,3,,2026-04-26,pan_hash;gstin_hash
GST-KA-BLRU-2023-000232,GST,GST Taxpayer Registry,ENT-00290,M/S DECCAN TOOLS TRADERS,Deccan Tools Traders,Owner B,"#214, B 2nd Main, Bommanahalli, Bengaluru Urban, Karnataka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Machine Tools,Manufacturing,2819,Orange,,,,,contact0290@examplebiz.in,2023-08-14,2025-08-02,CLOSED,3,,2025-12-26,pan_hash;gstin_hash;phone
PCB/BLRU/CTO/2020/00130,KSPCB,Karnataka State Pollution Control Board,ENT-00290,M/S Deccan Tools Traders,Deccan Tools Traders,,"#214, B 2nd Main, Bommanahalli, Bengaluru Urban, Karnataka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Machine Tools,Manufacturing,2819,Orange,,,,,contact0290@examplebiz.in,2020-04-08,2023-05-24,DORMANT,3,10-25,2026-03-02,pan_hash;gstin_hash;phone
KAR-SHOP-BLRU-2015-000196,SHOP,Karnataka Shops and Commercial Establishments,ENT-00290,Deccan Tools Traders,Deccan Tools Traders,Director Masked,"214, B 2nd Main, Bommanahalli, Bengaluru Urban, Karnataka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Machine Tools,Manufacturing,2819,Orange,,,,,contact0290@examplebiz.in,2015-09-19,2020-12-21,CLOSED,3,10-25,2025-12-24,pan_hash;gstin_hash;phone
UDYAM-KR-BLRU-2025-000145,UDYAM,Udyam / MSME Registry,ENT-00290,Deccan Tools Traders,Deccan Tools Traders,Director Masked,"#214, B 2nd Main, Bommanahalli, B'luru Urban, K'taka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Machine Tools,Manufacturing,2819,Orange,,,UDYAM_5927580713AC3E60,9002296647,,2025-07-17,2026-01-11,ACTIVE,3,,2026-04-28,pan_hash;gstin_hash;email
GST-KA-BLRR-2019-000233,GST,GST Taxpayer Registry,ENT-00291,Lakshmi Meds Pvt. Ltd.,M/S LAKSHMI MEDS,Partner 1,"No 279, Shed 1st Cr, Devanahalli, Bangalore Rural, KA - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Pharmacy / Medical Retail,Retail,4772,Green,PAN_5D3E13DDB0BCBB69,GSTIN_0AAADD79C4584D25,UDYAM_B37BD2B7F9ADAB25,,,2019-01-13,2022-03-24,CLOSED,36,,2026-02-28,phone;email
KAR-SHOP-BLRR-2020-000197,SHOP,Karnataka Shops and Commercial Establishments,ENT-00291,Lakshmi Meds Pvt Ltd,Lkshmi Meds,Owner B,"#279, Shed 1st Cross, Devanahalli, Bengaluru Rural, K'taka - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Pharmacy / Medical Retail,Retail,4772,Green,PAN_5D3E13DDB0BCBB69,GSTIN_0AAADD79C4584D25,,,,2020-04-07,2025-03-29,DORMANT,,,2026-03-07,phone;email
UDYAM-KR-BLRR-2020-000146,UDYAM,Udyam / MSME Registry,ENT-00291,M/S LAKSHMI MEDS PVT LTD,,Partner 1,"No. 279, Shed 1st Crs, Devanahalli, Bangalore Rural, KA - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Pharmacy / Medical Retail,Retail,4772,Green,PAN_5D3E13DDB0BCBB69,,UDYAM_B37BD2B7F9ADAB25,,,2020-05-01,2022-07-31,CLOSED,,,2026-02-18,gstin_hash;phone;email
BBMP-TL-BOMM-2019-000119,BBMP,BBMP Trade Licence,ENT-00292,M/S Udupi Health Works,M/S Udupi Health Works,Owner B,"#16, C Service Road, Electronic City, B'luru Urban, Karnataka - 560100",Electronic City,Bengaluru Urban,BLRU,560100,Ward-192,Bommanahalli,Pharmacy / Medical Retail,Retail,4772,Green,,,,,,2019-10-17,2024-02-08,DORMANT,,10-25,2026-03-03,pan_hash;gstin_hash;phone;email
GST-KA-BLRU-2016-000234,GST,GST Taxpayer Registry,ENT-00292,Udupi Health Works,Udupi Health Works,Partner 1,"No. 16, C Service Road, Electronic City, Bengaluru Urban, Karnataka - 560100",Electronic City,Bengaluru Urban,BLRU,560100,Ward-192,Bommanahalli,Pharmacy / Medical Retail,Retail,4772,Green,,,,,,2016-01-23,2024-04-16,CLOSED,25,10-25,2025-11-30,pan_hash;gstin_hash;phone;email
KAR-SHOP-BLRU-2020-000198,SHOP,Karnataka Shops and Commercial Establishments,ENT-00292,Udupi Health Works,Udupi Health Works,Managing Partner,"16, C Service Road, Electronic City, B'luru Urban, Karnataka - 560100",Electronic City,Bengaluru Urban,BLRU,560100,Ward-192,Bommanahalli,Pharmacy / Medical Retail,Retail,4772,Green,,,,9002312485,,2020-04-26,2020-07-16,CLOSED,,10-25,2026-04-06,pan_hash;gstin_hash;email
KFBIS-FAC-BLRU-2021-000129,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00293,Siddhi Works Enterprises,Siddhi Works Entp,,"No 7, C Mn Rd, Bannerghatta Road, B'luru Urban, K'taka - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Machine Tools,Manufacturing,2819,Orange,PAN_340F784F33AB8AE7,,,,,2021-08-04,2023-05-04,DORMANT,18,,2026-03-12,gstin_hash;phone;email
GST-KA-BLRU-2016-000235,GST,GST Taxpayer Registry,ENT-00293,Siddhi Works Enterprises,Siddhi Works Enterprises,Partner 1,"No 7, C Main Rd, Bannerghatta Road, Bangalore Urban, KA - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Machine Tools,Manufacturing,2819,Orange,PAN_340F784F33AB8AE7,GSTIN_03C304D422D93C74,,9002320404,,2016-03-06,2020-07-28,CLOSED,,,2025-12-17,email
PCB/BLRU/CTO/2020/00131,KSPCB,Karnataka State Pollution Control Board,ENT-00293,Siddhi Works Enterprises,M/S Siddhi Works Enterprises,Partner 1,"No 7, C Mn Rd, Bannerghatta Road, B'luru Urban, Karnataka - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Machine Tools,Manufacturing,2819,Orange,,GSTIN_03C304D422D93C74,,9002320404,,2020-12-25,2025-09-08,ACTIVE,,100-500,2025-12-16,pan_hash;email
LAB-KA-BLRU-2018-000142,LABOUR,Labour Department,ENT-00293,Siddhi WorksEnterprises,,Managing Partner,"#7, C Mn Rd, Bannerghatta Road, B'luru Urban, K'taka - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Machine Tools,Manufacturing,2819,Orange,,,,,,2018-02-13,2018-07-03,CLOSED,18,,2025-11-11,pan_hash;gstin_hash;phone;email
KAR-SHOP-BLRU-2015-000199,SHOP,Karnataka Shops and Commercial Establishments,ENT-00293,Siddhi Works Enterprises,Siddhi Works Enterprises,Owner B,"#7, C Main Road, Bannerghatta Road, B'luru Urban, Karnataka",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Machine Tools,Manufacturing,2819,Orange,,,,9002320404,,2015-10-28,2025-03-12,DORMANT,18,100-500,2026-05-01,pan_hash;gstin_hash;email
UDYAM-KR-BLRU-2024-000147,UDYAM,Udyam / MSME Registry,ENT-00293,Siddhi Works Entp,M/S Siddhi Works Entp,Owner A,"7, C Main Road, Bannerghatta Road, Bengaluru Urban, K'taka - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Machine Tools,Manufacturing,2819,Orange,PAN_340F784F33AB8AE7,GSTIN_03C304D422D93C74,,9002320404,,2024-04-27,2025-12-05,ACTIVE,18,100-500,2026-03-13,email
BBMP-TL-BENG-2015-000120,BBMP,BBMP Trade Licence,ENT-00294,Nandi Tools Co,Nandi Tools Co,Managing Partner,"158, Industrial Layout, Doddaballapura, B'luru Rural, K'taka - 561203",Doddaballapura,Bengaluru Rural,BLRR,561203,Ward-R09,Bengaluru Rural,Machine Tools,Manufacturing,2819,Orange,,,,,,2015-11-27,2025-08-26,CLOSED,,500+,2025-12-10,pan_hash;gstin_hash;phone;email
KFBIS-FAC-BLRR-2020-000130,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00294,Nandi Tools Co,Nandi Tools Co,Director Masked,"No 158, Industrial Layout, Doddaballapura, B'luru Rural, Karnataka - 561203",Doddaballapura,Bengaluru Rural,BLRR,562114,Ward-R09,Bengaluru Rural,Machine Tools,Manufacturing,2819,Orange,,GSTIN_73676B4AA06E0B6F,,,,2020-06-30,2025-09-21,ACTIVE,25,500+,2026-05-02,pan_hash;phone;email;pin_drift
LAB-KA-BLRR-2016-000143,LABOUR,Labour Department,ENT-00294,M/S Nandi Tools Co,M/S Nandi Tools Co,Partner 1,"#158, Industrial Layout, Doddaballapura, B'luru Rural, Karnataka - 561203",Doddaballapura,Bengaluru Rural,BLRR,561203,Ward-R09,Bengaluru Rural,Machine Tools,Manufacturing,2819,Orange,,,,9002328323,,2016-06-15,2016-12-16,CLOSED,25,500+,2026-04-01,pan_hash;gstin_hash;email
UDYAM-KR-BLRR-2016-000148,UDYAM,Udyam / MSME Registry,ENT-00294,Nandi Tools Co,Nandi Tools Co,Partner 1,"#158, Industrial Layout, Doddaballapura, Bengaluru Rural, K'taka - 561203",Doddaballapura,Bengaluru Rural,BLRR,561203,Ward-R09,Bengaluru Rural,Machine Tools,Manufacturing,2819,Orange,PAN_F52B82BD8F6FBADF,GSTIN_73676B4AA06E0B6F,,,,2016-06-03,2020-01-09,CLOSED,25,500+,2026-04-27,phone;email
BBMP-TL-YELA-2022-000121,BBMP,BBMP Trade Licence,ENT-00295,Lakshmi Kitchen Pvt Ltd,M/S Lakshmi Kitchen,Managing Partner,"No 91, A 1st Cr, Hebbal, Bengaluru Urban, Karnataka - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Restaurant / Cafe,Service,5610,Green,,GSTIN_D99EB2967262E860,,9002336242,,2022-03-14,2025-11-21,ACTIVE,8,,2026-04-23,pan_hash;email
GST-KA-BLRU-2025-000236,GST,GST Taxpayer Registry,ENT-00295,Lakshmi Kitchen Pvt Ltd,Lakshmi Kitchen,Owner B,"No 91, A 1st Cr, Hebbal, B'luru Urban, K'taka - 560024",Hebbal,Bengaluru Urban,BLRU,560058,Ward-021,Yelahanka,Restaurant / Cafe,Service,5610,Green,,GSTIN_D99EB2967262E860,,,contact0295@examplebiz.in,2025-10-21,2026-03-09,ACTIVE,8,,2026-04-16,pan_hash;phone;pin_drift
KAR-SHOP-BLRU-2015-000200,SHOP,Karnataka Shops and Commercial Establishments,ENT-00295,Lakshmi Kitchen Pvt Ltd,Lakshmi Kitchen,Managing Partner,"No. 91, A 1st Cross, Hebbal, Bengaluru Urban, KA - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Restaurant / Cafe,Service,5610,Green,,GSTIN_D99EB2967262E860,,9002336242,contact0295@examplebiz.in,2015-10-27,2022-10-16,CLOSED,8,,2025-12-24,pan_hash
UDYAM-KR-BLRU-2023-000149,UDYAM,Udyam / MSME Registry,ENT-00295,M/S Lakshmi Kitche Pvt Ltd,Lakshmi Kitchen,,"91, A 1st Cross, Hebbal, Bangalore Urban, KA - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Restaurant / Cafe,Service,5610,Green,PAN_AE7BA4C831F4ECAE,,UDYAM_49D76E771FF4D5F4,,contact0295@examplebiz.in,2023-04-03,2024-06-20,DORMANT,,100-500,2026-05-01,gstin_hash;phone
BBMP-TL-DASA-2022-000122,BBMP,BBMP Trade Licence,ENT-00296,Veda Apparels Company,Veda Apparels Company,Owner A,"235, Behind Metro, Peenya Industrial Estate, B'luru Urban, K'taka - 560058",Peenya Industrial Area,Bengaluru Urban,BLRU,560058,Ward-038,Dasarahalli,Textile / Garments,Manufacturing,1410,Green,,,,,,2022-06-22,2025-09-26,CLOSED,85,,2025-11-30,pan_hash;gstin_hash;phone;email
PCB/BLRU/CTO/2020/00132,KSPCB,Karnataka State Pollution Control Board,ENT-00296,Veda Appaels Company,Veda Apparels Company,Owner A,"#235, Behind Metro, Peenya Industrial Area, Bangalore Urban, KA - 560058",Peenya Industrial Area,Bengaluru Urban,BLRU,560058,Ward-038,Dasarahalli,Textile / Garments,Manufacturing,1410,Green,,,,,,2020-03-01,2020-09-24,CLOSED,85,,2026-01-07,pan_hash;gstin_hash;phone;email
LAB-KA-BLRU-2018-000144,LABOUR,Labour Department,ENT-00296,Veda Apparels Company,,Owner A,"No 235, Behind Metro, Peenya Indl Area, B'luru Urban, KA - 560058",Peenya Industrial Area,Bengaluru Urban,BLRU,560058,Ward-038,Dasarahalli,Textile / Garments,Manufacturing,1410,Green,,,,,,2018-06-28,2024-03-01,DORMANT,85,50-100,2026-01-18,pan_hash;gstin_hash;phone;email
GST-KA-BLRU-2019-000237,GST,GST Taxpayer Registry,ENT-00297,M/S MYSORE HEALTH INDUSTRIES,,Owner A,"No. 234, Shed Near Bus Stop, Bommanahalli, Bangalore Urban, K'taka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Pharmacy / Medical Retail,Retail,4772,Green,PAN_308BE40192FDD51E,GSTIN_03941D2CB49CD7A4,,9002352080,,2019-01-14,2023-05-25,DORMANT,,0-10,2025-11-14,email
LAB-KA-BLRU-2023-000145,LABOUR,Labour Department,ENT-00297,Mysore Health Industries,Mysore Health Industries,Owner A,"No 234, Shed Near Bus Stop, Bommanahalli, Bengaluru Urban, Karnataka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Pharmacy / Medical Retail,Retail,4772,Green,PAN_308BE40192FDD51E,,,,contact0297@examplebiz.in,2023-01-19,2024-02-19,DORMANT,,,2025-12-07,gstin_hash;phone
KAR-SHOP-BLRU-2019-000201,SHOP,Karnataka Shops and Commercial Establishments,ENT-00297,Mysore Health Industries,M/S Mysore Health Inds,Managing Partner,"#234, Shed Near Bus Stop, Bommanahalli, B'luru Urban, Karnataka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Pharmacy / Medical Retail,Retail,4772,Green,,GSTIN_03941D2CB49CD7A4,,9002352080,,2019-04-22,2020-07-16,CLOSED,12,,2025-12-30,pan_hash;email
UDYAM-KR-BLRU-2018-000150,UDYAM,Udyam / MSME Registry,ENT-00297,Mysore Health Industries,Mysore Health Industries,,"234, Shed Near Bus Stop, Bommanahalli, Bangalore Urban, KA - 560068",Bommanahalli,Bengaluru Urban,BLRU,560064,Ward-175,South,Pharmacy / Medical Retail,Retail,4772,Green,,GSTIN_03941D2CB49CD7A4,UDYAM_1AD536C50C701BCA,9002352080,,2018-12-19,2025-12-27,ACTIVE,12,,2026-03-04,pan_hash;email;pin_drift
GST-KA-TUM-2019-000238,GST,GST Taxpayer Registry,ENT-00298,M/S Aditya Wors,ADITYA WORKS,Managing Partner,"211, A 1st Cross, Antharasanahalli Indl Area, Tumakuru, KA - 572106",Antharasanahalli Industrial Area,Tumakuru,TUM,572106,Ward-T12,Tumakuru,Restaurant / Cafe,Service,5610,Green,,,,9002359999,,2019-08-31,2022-12-28,CLOSED,,,2025-12-04,pan_hash;gstin_hash;email
KAR-SHOP-TUM-2020-000202,SHOP,Karnataka Shops and Commercial Establishments,ENT-00298,Aditya Works,Aditya Works,Director Masked,"No. 211, A 1st Crs, Antharasanahalli Industrial Area, Tumakuru, K'taka - 572106",Antharasanahalli Industrial Area,Tumakuru,TUM,572106,Ward-T12,Tumakuru,Restaurant / Cafe,Service,5610,Green,,,,9002359999,,2020-05-22,2025-05-17,CLOSED,36,10-25,2026-04-25,pan_hash;gstin_hash;email
KFBIS-FAC-BLRU-2016-000131,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00299,M/S Srinidhi Press Works,Srinidhi Press Works,Owner A,"#262, Industrial Layout, Jayanagar, Bangalore Urban, Karnataka - 560078",Jayanagar,Bengaluru Urban,BLRU,560078,Ward-168,South,Printing / Packaging,Manufacturing,1811,Orange,,GSTIN_7FC3774240BCFAB7,,9002367918,contact0299@examplebiz.in,2016-03-09,2021-05-05,CLOSED,12,,2026-02-19,pan_hash
GST-KA-BLRU-2020-000239,GST,GST Taxpayer Registry,ENT-00299,Srinidhi Press Works,Srinidhi Press Works,,"#262, Industrial Layout, Jayanagar, Bengaluru Urban, Karnataka - 560078",Jayanagar,Bengaluru Urban,BLRU,560078,Ward-168,South,Printing / Packaging,Manufacturing,1811,Orange,PAN_0695D41947A6DA78,GSTIN_7FC3774240BCFAB7,,,contact0299@examplebiz.in,2020-02-04,2020-07-01,CLOSED,,50-100,2026-01-05,phone
PCB/BLRU/CTE/2015/00133,KSPCB,Karnataka State Pollution Control Board,ENT-00299,Srinidhi Press Works,M/S Srinidhi Press Works,,"262, Industrial Layout, Jayanagar, B'luru Urban, K'taka - 560078",Jayanagar,Bengaluru Urban,BLRU,560078,Ward-168,South,Printing / Packaging,Manufacturing,1811,Orange,,,,9002367918,,2015-08-03,2017-05-23,CLOSED,12,50-100,2025-12-27,pan_hash;gstin_hash;email
KAR-SHOP-BLRU-2015-000203,SHOP,Karnataka Shops and Commercial Establishments,ENT-00299,Srinidhi Press Works,Srinidhi Press Works,,"No 262, Industrial Layout, Jayanagar, Bangalore Urban, KA - 560078",Jayanagar,Bengaluru Urban,BLRU,560078,Ward-168,South,Printing / Packaging,Manufacturing,1811,Orange,PAN_0695D41947A6DA78,,,9002367918,,2015-08-07,2023-10-12,DORMANT,,,2026-02-14,gstin_hash;email
KFBIS-FAC-BLRU-2021-000132,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00300,M/S Varun Systems Solutions,,,"#165, D Near Bus Stop, Electronic City, Bangalore Urban, Karnataka - 560100",Electronic City,Bengaluru Urban,BLRU,560100,Ward-192,Bommanahalli,Electronics Assembly,Manufacturing,2610,Orange,,,,9002375837,,2021-04-15,2021-12-28,CLOSED,,500+,2025-11-05,pan_hash;gstin_hash;email
GST-KA-BLRU-2025-000240,GST,GST Taxpayer Registry,ENT-00300,Varun Systems Solutions,M/S Varun Systems Solutions,,"No. 165, D Near Bus Stop, Electronic City, Bangalore Urban, KA - 560100",Electronic City,Bengaluru Urban,BLRU,560100,Ward-192,Bommanahalli,Electronics Assembly,Manufacturing,2610,Orange,,,,9002375837,,2025-07-14,2025-09-03,ACTIVE,2,500+,2026-01-31,pan_hash;gstin_hash;email
PCB/BLRU/CTO/2017/00134,KSPCB,Karnataka State Pollution Control Board,ENT-00300,Varun Systems Solutions,Varun Systems Solutions,Partner 1,"No 165, D Near Bus Stop, Electronic City, Bengaluru Urban, K'taka",Electronic City,Bengaluru Urban,BLRU,560100,Ward-192,Bommanahalli,Electronics Assembly,Manufacturing,2610,Orange,,,UDYAM_13561B92E2E26B1D,,,2017-01-12,2025-10-09,ACTIVE,2,,2026-02-06,pan_hash;gstin_hash;phone;email
KAR-SHOP-BLRU-2016-000204,SHOP,Karnataka Shops and Commercial Establishments,ENT-00300,Varun Systems Solutions,Varun Systems Solutions,Managing Partner,"No 165, D Near Bus Stop, Electronic City, Bengaluru Urban, KA - 560100",Electronic City,Bengaluru Urban,BLRU,560100,Ward-192,Bommanahalli,Electronics Assembly,Manufacturing,2610,Orange,,,,9002375837,,2016-05-16,2024-02-22,DORMANT,2,500+,2025-12-21,pan_hash;gstin_hash;email
UDYAM-KR-BLRU-2017-000151,UDYAM,Udyam / MSME Registry,ENT-00300,Varun Systems Solutions,,,"No 165, D Near Bus Stop, Electronic City, Bangalore Urban, KA - 560100",Electronic City,Bengaluru Urban,BLRU,560100,Ward-192,Bommanahalli,Electronics Assembly,Manufacturing,2610,Orange,,,UDYAM_13561B92E2E26B1D,9002375837,,2017-12-06,2023-09-06,DORMANT,2,500+,2026-03-29,pan_hash;gstin_hash;email
BBMP-TL-YELA-2022-000123,BBMP,BBMP Trade Licence,ENT-00301,Vijaya Fashions Pvt Ltd,Vijaya Fashions,Owner A,"No. 216, C Mn Rd, Yelahanka, Bengaluru Urban, K'taka - 560064",Yelahanka,Bengaluru Urban,BLRU,560064,Ward-004,Yelahanka,Textile / Garments,Manufacturing,1410,Green,,,,,,2022-02-18,2024-01-08,DORMANT,,,2026-04-26,pan_hash;gstin_hash;phone;email
GST-KA-BLRU-2021-000241,GST,GST Taxpayer Registry,ENT-00301,Vijaya Fashions Pvt Ltd,Vijaya Fashios,Owner A,"No 216, C Main Road, Yelahanka, Bengaluru Urban, K'taka - 560064",Yelahanka,Bengaluru Urban,BLRU,560064,Ward-004,Yelahanka,Textile / Garments,Manufacturing,1410,Green,PAN_0C5D219EF79CC50A,GSTIN_F0D344EE6AD05725,,,,2021-11-17,2023-07-22,DORMANT,10,10-25,2026-01-21,phone;email
LAB-KA-BLRU-2022-000146,LABOUR,Labour Department,ENT-00301,Vijaya Fashions Pvt Ltd,Vijaya Fshions,Owner B,"No 216, C Mn Rd, Yelahanka, Bangalore Urban, K'taka - 560064",Yelahanka,Bengaluru Urban,BLRU,560064,Ward-004,Yelahanka,Textile / Garments,Manufacturing,1410,Green,,,,,,2022-10-21,2024-10-24,CLOSED,,,2026-03-03,pan_hash;gstin_hash;phone;email
KAR-SHOP-BLRU-2020-000205,SHOP,Karnataka Shops and Commercial Establishments,ENT-00301,Vijaya Fashions Pvt Ltd,Vijaya Fashions,Director Masked,"No 216, C Main Rd, Yelahanka, Bangalore Urban, KA - 560064",Yelahanka,Bengaluru Urban,BLRU,560064,Ward-004,Yelahanka,Textile / Garments,Manufacturing,1410,Green,PAN_0C5D219EF79CC50A,,,,,2020-12-20,2021-05-01,CLOSED,,,2026-03-29,gstin_hash;phone;email
GST-KA-BLRU-2016-000242,GST,GST Taxpayer Registry,ENT-00302,M/S Kaveri Wear Works,Kaveri Wear Works,,"No. 12, A Sector, Rajajinagar Industrial Suburb, Bengaluru Urban, KA - 560059",Rajajinagar Industrial Suburb,Bengaluru Urban,BLRU,560059,Ward-067,West,Textile / Garments,Manufacturing,1410,Green,PAN_A130EDFFBA2977DA,GSTIN_9C5C1B045D4754EC,,,,2016-06-26,2019-07-26,CLOSED,25,,2025-11-21,phone;email
PCB/BLRU/CTO/2020/00135,KSPCB,Karnataka State Pollution Control Board,ENT-00302,Kaveri Wear Works,Kaveri Wer Works,Owner B,"No 12, A Sector, Rajajinagar Industrial Suburb, Bengaluru Urban, K'taka - 560059",Rajajinagar Industrial Suburb,Bengaluru Urban,BLRU,560059,Ward-067,West,Textile / Garments,Manufacturing,1410,Green,,,,,contact0302@examplebiz.in,2020-05-11,2026-04-28,ACTIVE,25,0-10,2026-04-13,pan_hash;gstin_hash;phone
LAB-KA-BLRU-2019-000147,LABOUR,Labour Department,ENT-00302,M/S Kaveri Wear Works,Kavri Wear Works,Director Masked,"No. 12, A Sector, Rajajinagar Industrial Suburb, Bangalore Urban, Karnataka - 560059",Rajajinagar Industrial Suburb,Bengaluru Urban,BLRU,560059,Ward-067,West,Textile / Garments,Manufacturing,1410,Green,PAN_A130EDFFBA2977DA,,,,,2019-04-19,2022-11-17,CLOSED,,0-10,2025-11-17,gstin_hash;phone;email
